Customer ID,Name,Email,Phone,Address,City,Country,Zip Code,Subscribed
77048-87597-IQ,Veronica Williams,susanbrandt@example.org,(596) 265-6859,1656 Thomas Lights,Irvine,United States,92606,Yes
72623-05771-RV,Carlos Mccarthy,hornealexandria@example.com,(613) 830-1223,71875 Kevin Cove,Los Angeles,United States,90006,Yes
03358-25534-MO,Stephanie Craig,keith41@example.net,(687) 282-1847,92380 Brianna Road,Costa Mesa,United States,92629,Yes
42297-07948-PR,Stacey Howard,maryhernandez@example.com,(228) 863-9451,7435 Derek Neck Apt. 836,Huntington Beach,United States,92620,Yes
64354-72667-AU,Luis Scott,barrettbarbara@example.org,(300) 682-1541,920 Candice Fall Apt. 045,Burbank,United States,91507,Yes
04616-65332-MC,Janice Holloway,lisadavis@example.com,(237) 200-7171,124 Denise Junctions Suite 951,Huntington Beach,United States,92620,Yes
57012-24423-KW,Jonathan Huffman,brittanyirwin@example.net,(378) 998-3604,752 Harrison Ford,Chicago,United States,10006,Yes
78643-18769-UR,Brent Hernandez,troywhite@example.com,(224) 694-7522,720 Jacob Rapid,Fullerton,United States,92833,Yes
05574-59551-TO,Benjamin Deleon,brianna61@example.net,(374) 443-6768,028 Lang Garden,Irvine,United States,92614,Yes
01814-66457-DW,Denise Cowan MD,brian10@example.com,(778) 341-7332,049 Ware Rapid,Anaheim,United States,92807,Yes
38583-32976-TJ,Patrick Case,ranthony@example.com,(903) 599-3817,653 Laura Unions Suite 251,Fullerton,United States,92831,No
23827-49077-IJ,Savannah Miller,lorimccullough@example.net,(239) 248-2833,583 Margaret Brooks Suite 962,Burbank,United States,91501,Yes
33969-82203-GL,Kevin Horne,leeeric@example.com,(227) 628-8147,615 Leslie Underpass Suite 185,Pasadena,United States,91108,Yes
01044-02155-SK,Jeffery Lopez,claytonperry@example.com,(341) 572-9359,820 Andre Drives Apt. 590,Costa Mesa,United States,92627,Yes
18842-45616-SA,Yvonne Ho,robert57@example.net,(779) 874-6744,07210 John Crest Apt. 384,Pasadena,United States,91108,No
64779-96330-TN,Christopher Buchanan,grantpaige@example.net,(682) 590-4686,24120 Cantu Curve Apt. 811,Glendale,United States,91204,No
01269-40713-MU,Kristina Drake,alankim@example.com,(795) 270-5134,965 Garrett Plaza,Anaheim,United States,92808,No
27209-04314-QC,Dr. Daniel Henson,tmccullough@example.com,(818) 826-8775,861 Myers Crossing,Burbank,United States,91501,No
59308-10653-TN,Brian Camacho,treynolds@example.com,(600) 841-2747,469 Courtney Brook Apt. 205,Fullerton,United States,92833,Yes
95876-36058-YQ,Whitney Burke,maria99@example.org,(227) 986-7898,2898 Scott Shoal,Pasadena,United States,91108,No
07384-30984-GA,Heidi Reyes,jennifer63@example.com,(307) 930-8547,19861 Rogers Forges,West Ryanchester,United Kingdom,81404,Yes
55552-55145-ZU,Mandy Khan,orichards@example.net,(620) 362-5648,47242 Williams Garden,Burbank,United States,91510,No
55170-42733-VF,John Torres,shelia82@example.org,(346) 843-6859,64189 Mathews Expressway,Burbank,United States,91507,No
76354-45243-GS,Jennifer Marshall,lambertsarah@example.net,(400) 463-3898,73954 Derek Avenue,Huntington Beach,United States,92605,No
57494-52094-KB,Stephen Martinez,plambert@example.com,(498) 764-8064,76342 Griffin Rue,Glendale,United States,91201,Yes
56847-77594-FH,Bill Sanchez,lalexander@example.com,(555) 337-3165,226 Jackson Spurs,Glendale,United States,91204,Yes
52376-21527-GT,Ricardo Berg,evanslisa@example.org,(790) 607-8594,7804 Hudson Hills,Los Angeles,United States,90014,Yes
58864-41734-EB,Albert Johnson,cthomas@example.org,(996) 635-9927,7426 Wang Green,Pomona,United States,91766,No
66984-97632-QD,Brent White,sherri44@example.org,(368) 433-1486,03195 Joseph Run Suite 612,Pasadena,United States,91105,Yes
43395-20003-GU,Stacey Simpson,james56@example.org,(933) 543-2941,889 Shawn Flats,Burbank,United States,91506,No
08996-97269-GG,Stephanie Jones,lesliehowell@example.net,(468) 362-6611,9664 Richard Prairie Suite 837,Phoenix,United States,85005,Yes
10978-05557-OT,Stephanie Gill,browncarlos@example.com,(348) 585-6001,3119 Austin Mews,San Francisco,United States,85003,Yes
41890-02316-IT,Natasha Odonnell,charles37@example.net,(599) 682-9381,387 Stephen Landing,Phoenix,United States,60602,Yes
32147-80636-DL,Paul Hughes,gordonamanda@example.com,(899) 357-3419,18132 Watson Cliffs,Glendale,United States,91202,Yes
63237-96452-VU,Michael Sanders,savannahsanchez@example.org,(309) 913-4357,264 Gary Canyon Suite 590,Costa Mesa,United States,92646,Yes
43720-28357-BO,Pamela Colon,jwarren@example.net,(473) 905-3762,062 Marissa Wall,Torrance,United States,90501,Yes
39637-06881-QD,Randy Webb,washingtonmorgan@example.org,(570) 939-8875,5013 Christopher Loop Suite 315,Los Angeles,United States,90004,Yes
35786-83361-FF,Jessica Smith,kyleblack@example.org,(882) 698-4747,662 Sandra Club Apt. 791,Burbank,United States,91506,No
13654-09897-HI,Samantha Byrd,hopkinsmatthew@example.com,(372) 226-3733,0065 Thomas Keys,Long Beach,United States,90813,No
23289-92477-IN,Cody Martinez,donaldadams@example.com,(648) 925-7635,023 Park Cape Apt. 429,Fullerton,United States,92832,Yes
07459-16456-VY,Evan Fox,ebony73@example.org,(651) 778-1879,5299 Andrade Hollow,Glendale,United States,91203,No
63028-42649-QQ,Timothy Reed,gabrielle85@example.net,(802) 614-6480,834 William Island,New York City,United States,85001,Yes
83945-36586-UV,Jennifer Cardenas,bookermegan@example.com,(834) 304-5402,87814 Frank Grove Suite 805,Los Angeles,United States,90016,No
80257-19363-QD,Roger Ryan,michelle08@example.net,(684) 471-3965,637 Carter Crossroad,Pomona,United States,91767,Yes
60336-11415-YT,Brian Lewis,kristaduffy@example.net,(347) 667-2127,83438 Joshua Village Apt. 397,Irvine,United States,92626,No
31950-94230-IP,Terry Norman,chelsea36@example.net,(769) 294-5350,588 Tyler Fords,Fullerton,United States,92835,Yes
75796-42074-CE,Monica Bauer,khorn@example.net,(568) 296-3271,30564 Rose Junction Apt. 521,Irvine,United States,92604,Yes
51456-15926-GS,Dawn Santana,rodriguezthomas@example.com,(800) 772-4252,7263 Lopez Squares,Pomona,United States,91766,Yes
27785-98032-ET,Jamie Sanders,ujohnson@example.org,(973) 816-9033,2927 Brittney Keys,Torrance,United States,90506,No
99389-65298-YM,Brian Combs,martin95@example.com,(555) 998-6620,27772 Joyce Squares Apt. 529,Anaheim,United States,92812,No
82987-33867-OL,Victoria Moreno,vincent07@example.com,(709) 518-5496,47087 Riley Junction Suite 684,Santa Monica,United States,90404,Yes
90113-33458-LI,David Davis,alexander46@example.com,(293) 279-5993,59142 Joyce Square,Torrance,United States,90503,Yes
67759-23559-KK,James Leon,fthomas@example.net,(976) 348-4795,3087 Kevin Shore Apt. 490,Burbank,United States,91508,Yes
09385-55189-RB,Amy Jones,nancy94@example.org,(875) 567-5635,939 Samuel Junctions Suite 667,Huntington Beach,United States,92647,Yes
18074-15175-HZ,Ashley Weber,robertmay@example.com,(610) 563-9196,09252 Roberts Ridges Suite 541,Huntington Beach,United States,92605,No
52707-64530-XP,Kendra Wilson,kcharles@example.org,(847) 567-8076,597 Beth Lodge Suite 384,Costa Mesa,United States,92628,Yes
99961-63037-QV,Katie Hawkins,theresamolina@example.net,(307) 691-5773,12245 Kimberly Viaduct Apt. 998,Daniellemouth,United Kingdom,49764,Yes
62670-47546-NB,Tina Harrison,john64@example.net,(546) 711-4746,976 Acosta Rapids Apt. 549,Santa Monica,United States,90403,Yes
72834-17241-KX,Michele Pennington,dukesara@example.org,(725) 672-4615,340 Smith Route Suite 513,Glendale,United States,91208,Yes
18606-94328-GW,Christine Flowers,knicholson@example.com,(522) 730-1026,4107 Hill Lakes,Anaheim,United States,92805,Yes
06090-39021-MG,Susan Horton,garciajohn@example.org,(249) 789-1662,83789 Ryan Passage,Santa Monica,United States,90407,Yes
38548-67190-PW,Bobby Flynn,mercadobrandon@example.org,(382) 315-3962,58058 Ashley Island,Costa Mesa,United States,92628,No
11015-76675-WO,Carlos Davis,derrick50@example.com,(208) 591-9758,257 Allen Prairie Apt. 938,Santa Monica,United States,90401,Yes
13192-67349-QN,Johnny Fields,snowheather@example.net,(283) 958-8636,723 Thomas Route,Fullerton,United States,92832,Yes
03280-31280-MZ,Tina Mann,abenson@example.net,(268) 749-3902,640 Bush Wells Apt. 731,Fullerton,United States,92835,No
37056-16269-UI,Emily Finley,parnold@example.net,(686) 200-8140,1508 Phillips Loaf,Glendale,United States,91207,Yes
88305-33446-BR,Alexander Taylor,jharris@example.net,(830) 475-1467,0987 Andres Stravenue Apt. 391,Waltersstad,Ireland,62978,Yes
83269-42349-YK,Douglas Mcdaniel,amybutler@example.org,(856) 337-9471,249 Walker Union,Burbank,United States,91510,Yes
30891-74830-WY,Justin Patterson,joshua45@example.net,(224) 908-3324,05165 Logan Squares Suite 822,New York City,United States,10009,Yes
06931-23447-MU,Eric Stone,carollevy@example.com,(786) 875-6235,1743 Ortiz Mews,Glendale,United States,91204,Yes
06173-50278-UD,Tiffany Johnson,laurenhenry@example.org,(308) 909-8776,80085 Michael Forge,Long Beach,United States,90813,Yes
78193-44037-OL,Tammy Cooper,brownmichelle@example.com,(665) 760-6567,600 Sarah Plaza Apt. 378,Anaheim,United States,92804,Yes
88303-70202-CP,Anna Estrada,erika69@example.com,(717) 543-4826,14676 Keith Station,Long Beach,United States,90814,Yes
49403-33701-ZU,Kathleen Klein,dhopkins@example.com,(224) 657-1098,29844 Stephanie Walk Apt. 668,Huntington Beach,United States,92647,Yes
15944-67766-TA,Richard Mccullough,bcochran@example.com,(639) 446-5148,8405 Anthony Gateway,Phoenix,United States,10008,Yes
53130-39925-JI,Robert Steele,jhutchinson@example.com,(568) 868-8965,2975 Aaron Fords,Anaheim,United States,92806,Yes
89826-97973-OX,Mr. Terry Jordan,robin44@example.com,(289) 392-5913,004 Mills Row,San Francisco,United States,85002,No
63069-80573-XI,Kevin Brown,walkersabrina@example.com,(358) 551-1601,9104 Melissa Coves Apt. 895,Long Beach,United States,90802,Yes
32761-50121-ZG,Rebecca Reyes,fthompson@example.org,(599) 894-4074,5932 Gordon Hill,Pasadena,United States,91109,Yes
41685-14539-RB,Hannah Smith,bbenson@example.org,(990) 547-9534,419 Hamilton Glen,Glendale,United States,91201,Yes
19638-53271-IY,Barbara White,westgrant@example.net,(929) 808-8111,290 Graham Ville Apt. 381,Torrance,United States,90505,Yes
72377-06143-LY,Timothy Garcia,umosley@example.net,(418) 812-8231,0158 Ashley Burgs,Anaheim,United States,92814,Yes
60212-17539-KS,Debra Chase,sflores@example.net,(769) 948-4217,813 Samantha Lodge Apt. 913,Fullerton,United States,92833,Yes
34646-00664-ZB,Ashley Rodriguez,mitchellandrew@example.com,(890) 824-4669,1190 Harris Freeway,Santa Monica,United States,90408,Yes
01133-75855-UQ,Alexandra Price,ubutler@example.org,(635) 861-5692,36627 Beck Rue,Huntington Beach,United States,92648,No
88065-30652-HP,Evan Foster,leslie39@example.org,(367) 581-6841,69893 Smith Falls Suite 558,Pomona,United States,91766,No
59672-51355-MY,Erika Wall,brooksjohn@example.net,(679) 268-3401,42744 Amanda Ranch,Pomona,United States,91767,Yes
29118-39028-VS,Angela Taylor,mariebailey@example.com,(675) 924-9857,438 Kenneth Keys Apt. 675,Pasadena,United States,91108,Yes
40924-34423-UJ,Sharon Rodriguez,lisa13@example.net,(615) 412-2434,04001 Green Island Suite 629,Los Angeles,United States,90001,No
81967-54971-CS,Jessica Rodriguez,cgarcia@example.com,(753) 415-1067,9296 Devin Path,Huntington Beach,United States,92647,No
13354-47789-CV,Jeffrey Peters,campbellronald@example.org,(701) 516-7228,48306 Brittany Fork,Torrance,United States,90506,Yes
14196-61710-RY,Heather Young,michael22@example.net,(970) 215-4341,72254 Eric Viaduct Apt. 788,Fullerton,United States,92835,Yes
36378-05164-KL,Marvin Bell,lopezanthony@example.org,(962) 223-4917,512 Cooley Pines Apt. 825,Irvine,United States,92603,Yes
62205-43347-AH,Richard Dean,clarkjanice@example.com,(357) 676-5233,76787 Acosta Pike,Fullerton,United States,92833,Yes
77141-63115-FY,Shari Butler,theresa70@example.com,(593) 963-9303,4902 Melissa Plaza,Santa Monica,United States,90407,No
45694-63357-ZO,Cassandra Oneill,dylan43@example.net,(291) 245-3536,167 Russell Loop Apt. 034,Fullerton,United States,92833,Yes
03922-62369-HC,Alicia Johnson,joshuaadams@example.net,(739) 690-8122,11043 Elizabeth Squares Apt. 853,Anaheim,United States,92802,Yes
98177-78997-KK,Richard Carpenter,stephensamy@example.net,(644) 821-3188,69673 Marcus Mews,Los Angeles,United States,90004,No
93791-91496-IT,Michael Johnson,yvettedunn@example.net,(453) 232-5456,026 Foster Lights Suite 043,Long Beach,United States,90808,Yes
26925-38056-AB,Jacob Martin,josephkimberly@example.com,(830) 852-4105,0282 Clark Parks Apt. 648,Irvine,United States,92614,No
07237-12691-OA,Elizabeth Turner,jonessamuel@example.net,(727) 765-1228,25104 Leslie Valley Apt. 386,Los Angeles,United States,90011,Yes
04019-69168-JJ,Nathaniel Jones,leeheather@example.net,(539) 340-6636,5960 Herrera Landing,Los Angeles,United States,90009,No
70404-43243-JG,Sonya Bowman MD,asummers@example.net,(976) 269-5120,12688 Scott Unions,Torrance,United States,90504,Yes
73314-29064-SH,Debra Williamson,qsanders@example.net,(696) 235-9523,1917 David Lakes Apt. 646,Fullerton,United States,92832,No
24849-08482-EM,Mackenzie Williams,keithbridges@example.org,(924) 422-3903,294 Marco Expressway Apt. 655,Long Beach,United States,90813,Yes
01255-60519-LW,Linda Thomas,gallowayjody@example.net,(823) 915-8192,76784 Mullen Manors Suite 076,Phoenix,United States,10007,Yes
29453-13296-CO,Katherine Morgan,mark71@example.org,(421) 676-6140,4693 Robinson Squares,Burbank,United States,91505,No
19149-06456-LX,Timothy Reeves,vcook@example.org,(285) 876-6375,3317 Adam Road,Pomona,United States,91766,Yes
25043-21857-NF,Erika Williams,valerie16@example.com,(286) 826-1231,549 John Groves Apt. 808,Burbank,United States,91501,Yes
70800-12577-ZJ,Russell Moore,xlopez@example.com,(406) 725-6674,70769 Stacey Trail,Costa Mesa,United States,92628,No
79119-27290-HC,Grant Watson,gmendez@example.org,(618) 325-2316,27076 Caitlyn Brook,Torrance,United States,90505,Yes
26118-83390-HQ,Angela Williams,sherri51@example.com,(503) 446-8159,3908 Garcia Curve,Burbank,United States,91504,Yes
95728-27520-SK,Hannah Jefferson,john96@example.com,(853) 475-2248,074 Erin Fields Apt. 747,Los Angeles,United States,90001,No
01539-83636-GL,Sarah Campbell,beckyglenn@example.com,(249) 925-5076,3811 Flores Parks Suite 656,Burbank,United States,91506,No
76301-45805-TU,Lucas Martinez Jr.,longaaron@example.org,(811) 257-7367,66410 Keith Point Apt. 189,Pasadena,United States,91106,Yes
42333-41137-EB,Carlos Gomez PhD,psampson@example.com,(745) 701-8353,99036 Kathryn Shoal Apt. 481,Irvine,United States,92614,No
94763-63160-EU,Michael Flowers,allenheather@example.net,(436) 923-8820,0326 Horn Turnpike,Pasadena,United States,91101,Yes
51791-67901-KE,Patricia Baker,fcollins@example.org,(387) 331-8170,042 Paul Fort Apt. 623,Irvine,United States,92603,Yes
27599-10606-RQ,Patricia Dixon,clarkjill@example.net,(327) 739-5039,0386 Catherine Circles,Torrance,United States,90504,Yes
81940-60986-AG,Tyler Lewis,yparsons@example.org,(914) 259-3690,38284 Hall Lock,Glendale,United States,91208,No
71446-18865-NG,Thomas Carter,scottconner@example.net,(455) 354-4625,73933 Reynolds Plains,Burbank,United States,91505,No
83497-99273-BP,Mark Castillo,cwhite@example.org,(757) 227-3969,339 Jaclyn Avenue Apt. 738,Pasadena,United States,91106,Yes
88658-71073-YH,John Evans,willisjane@example.net,(449) 976-3110,504 Robin Radial,Glendale,United States,91203,No
18568-79994-EG,Heather Goodman,daviswilliam@example.net,(736) 992-5905,567 Adams Summit,Pasadena,United States,91105,No
71684-33225-OF,Melissa Cannon,kevin07@example.com,(939) 671-4273,350 Jeff Keys Suite 231,Costa Mesa,United States,92626,Yes
69549-52609-TV,Sean Williams,hahnvincent@example.org,(417) 594-9736,556 Nguyen Ramp Apt. 144,Torrance,United States,90504,Yes
20354-72218-TR,Veronica Molina,paullong@example.com,(211) 283-1172,1238 Powell Row Apt. 845,Long Beach,United States,90813,No
59060-49763-IH,Nicole Ross,annette73@example.com,(661) 890-5518,38530 Collins Overpass Suite 866,Millschester,United Kingdom,34639,No
11346-97060-UX,Michael Lee,aross@example.com,(464) 943-2255,75949 Ashley Rapids Apt. 354,Davidberg,United Kingdom,45656,No
03766-58272-EO,Lauren Watts,mark16@example.net,(246) 979-1879,634 Dennis Ferry,Santa Monica,United States,90404,Yes
13440-81649-NY,Brian Sanders,roachgabriel@example.net,(661) 927-3203,793 Stephanie Manors,Anaheim,United States,92805,Yes
49667-12411-CC,Dominique Shaffer,andrea42@example.com,(812) 351-6754,1230 Wells Shoals,Irvine,United States,92602,Yes
55899-75430-WI,Erin Hodge,scotttaylor@example.net,(857) 904-5153,1272 Sara Meadow Suite 708,Irvine,United States,92623,Yes
58608-49490-KI,Mrs. Briana Strong MD,fevans@example.org,(823) 606-6560,10360 Nicholas Flat,Costa Mesa,United States,92627,Yes
18348-89839-VZ,Brenda Fitzgerald,pearsondavid@example.net,(917) 539-6718,349 Corey Valleys Suite 975,Anaheim,United States,92806,No
96003-81802-XV,William Villarreal,dustin12@example.com,(912) 713-5880,09144 Duncan Neck,Glendale,United States,91207,Yes
52519-83382-IZ,Megan Monroe,earlhorne@example.net,(641) 421-5344,32644 Austin Dale,Santa Monica,United States,90404,Yes
36097-16180-XA,Barbara Grant,edwardjordan@example.net,(729) 974-9711,095 Larson Field Suite 586,Huntington Beach,United States,92648,No
73759-66326-OP,Richard Brown,vgarcia@example.org,(549) 465-8101,333 Debra Roads Apt. 102,Pomona,United States,91767,Yes
46163-70284-NL,Chelsea Young,shawn01@example.org,(947) 398-5210,85766 Nelson Light Apt. 907,San Francisco,United States,10002,Yes
26448-49268-VE,Vicki Brown,thomas31@example.com,(462) 201-4548,982 Tara Keys,Santa Monica,United States,90402,No
50773-12936-PS,Johnny Lucas,jasonmorrison@example.org,(824) 474-1147,89028 Torres Plaza Suite 190,Pasadena,United States,91107,Yes
03950-28979-ET,Emma Mason,matthew49@example.com,(371) 517-4868,360 Diaz Mall Apt. 327,Los Angeles,United States,90020,Yes
87485-82034-TZ,Samuel Gibson,fbarton@example.org,(289) 796-8076,214 Mack Fords,Burbank,United States,91507,No
88151-09220-IJ,Cody Berry,harpermark@example.com,(214) 808-9711,982 Holmes Highway Apt. 671,Huntington Beach,United States,92610,Yes
24257-43076-UO,Colin Holland,michaelbeasley@example.com,(526) 388-3929,2991 Charles Rue,Glendale,United States,91204,Yes
81936-38511-NZ,Erin Murphy,owatkins@example.com,(800) 842-4714,10795 Elizabeth Crescent,Fullerton,United States,92835,No
12338-07133-DP,Shelby Robinson,jamesmcbride@example.org,(861) 863-3220,27184 Kelly Drive,Fullerton,United States,92831,Yes
22449-48432-LB,Christopher Sandoval,davidwood@example.org,(931) 262-6556,3287 Steven Ports,Burbank,United States,91505,No
74065-04331-PJ,Seth Cole,harpersharon@example.com,(480) 697-8884,849 Graham Overpass Apt. 370,Pomona,United States,91768,Yes
19521-61726-LO,Joseph Benitez,christianortiz@example.net,(669) 972-3614,54563 Thompson Pines,Pomona,United States,91766,No
99613-23854-BR,Rebekah Potts,julie72@example.net,(614) 822-8336,018 Brown Spurs,Torrance,United States,90506,Yes
50076-63695-JA,Holly Jones,jessicajones@example.com,(902) 872-2841,601 Linda Lane,Glendale,United States,91203,Yes
23173-36206-GD,Allison Everett,kchandler@example.net,(501) 902-2638,24784 Michael Walks Suite 811,Pasadena,United States,91109,Yes
98165-88301-CY,Julie Hunt,monica94@example.net,(850) 564-9340,02240 Bradley Tunnel,Irvine,United States,92603,No
62026-19587-KP,Stephanie Stone,douglasmontoya@example.org,(822) 215-3269,53789 Terry Fields,Los Angeles,United States,90002,No
13432-80417-BM,Kayla Cohen,hunterpatricia@example.net,(227) 520-3300,1460 Kane Extension Apt. 325,Huntington Beach,United States,92647,Yes
86366-55344-XK,Robert Long,jimmybradley@example.org,(249) 414-7757,59363 Victor Canyon Suite 058,Fullerton,United States,92832,No
05140-90477-ND,Wayne Salas,bgarcia@example.net,(608) 335-5869,28630 Stanton Port,New York City,United States,77005,Yes
24420-16313-YZ,Alison Manning,jason19@example.org,(960) 656-9886,76538 Rivera Meadows Apt. 688,Torrance,United States,90501,Yes
99000-34304-HR,Luke Sanchez,tyler69@example.net,(412) 802-3758,001 Carpenter Mews Apt. 766,Chicago,United States,85001,No
49404-52557-WC,Jessica Chang,xhouse@example.com,(458) 416-7605,39972 Harrell Trace Apt. 723,Irvine,United States,92612,Yes
83779-62618-BI,Joseph Rivera,umurphy@example.org,(992) 996-2149,15056 Whitney Expressway Apt. 686,Los Angeles,United States,90017,No
16626-16596-JU,Jonathan Gonzalez,louishenry@example.com,(979) 719-3205,687 Anderson Islands Suite 298,Pasadena,United States,91104,No
32162-72346-JK,Amber Harris,rochamichael@example.org,(958) 531-3381,9366 Cowan Ranch,Burbank,United States,91501,Yes
89612-37660-QK,Joshua Castillo,dannyferguson@example.net,(412) 459-8390,8694 Kelly Locks Suite 048,Long Beach,United States,90807,Yes
09843-07819-LK,Walter Mills,nicoleyoung@example.com,(286) 282-6169,0398 Jones Track Apt. 952,Torrance,United States,90505,Yes
65144-51850-LI,John Davis,dwaters@example.org,(764) 636-9497,2103 Walton Loop,Torrance,United States,90504,Yes
80598-89862-ED,Cindy James,howard67@example.org,(723) 520-3427,1089 Brady Estates Suite 575,Pomona,United States,91767,No
26620-65098-PR,Madison Hayes,hernandezrichard@example.org,(860) 778-2898,305 Dale Squares Suite 850,Los Angeles,United States,90013,Yes
86459-61125-MW,Jeffrey Hawkins,prestonkevin@example.net,(560) 881-8814,626 Keith Crossing,Fullerton,United States,92833,Yes
84980-66132-WF,Cynthia Snyder,kelsey74@example.com,(677) 724-6656,0017 Estrada Ports Suite 691,Costa Mesa,United States,92646,Yes
53364-65950-CC,Erica Manning,erika54@example.com,(574) 550-9393,795 Johns Wall Apt. 043,Costa Mesa,United States,92629,Yes
39822-17856-MX,John Torres,austin00@example.net,(576) 645-4995,88266 Randall Shoals Suite 223,Anaheim,United States,92802,Yes
29369-88014-EA,Cynthia Thomas,watsonkyle@example.com,(783) 567-1651,51003 Jeffrey Corner,Long Beach,United States,90802,No
49826-08327-AJ,Michael Rivera,pnavarro@example.net,(694) 974-7866,808 Joel Extension Apt. 600,Irvine,United States,92620,Yes
96473-06670-YN,Nathan Smith,davidjohns@example.org,(960) 942-6640,151 Christian Ferry,Santa Monica,United States,90408,Yes
42733-35951-QX,Kathy Rodriguez,myersmary@example.net,(244) 979-8868,7637 James Alley,Huntington Beach,United States,92610,Yes
41304-29942-MW,Stephanie Miller,vvang@example.org,(594) 912-5715,80329 Michael Extension,West Angela,Ireland,80658,Yes
01951-82885-RO,Patricia Stout,evansthomas@example.org,(924) 665-3841,562 James Forge Suite 281,Santa Monica,United States,90401,Yes
17209-23443-EL,Diane Montoya,hchang@example.com,(781) 987-3360,06199 Wagner Spring,Burbank,United States,91508,Yes
97553-00355-QO,Julie Rivera,karenhernandez@example.com,(502) 446-4463,5655 Smith Canyon,Burbank,United States,91508,Yes
69868-82334-NT,Louis Smith,zrobles@example.com,(666) 443-6533,6518 Joseph Valley Apt. 969,Fullerton,United States,92833,Yes
75888-48693-EE,Angela Patton,umartin@example.com,(978) 462-3834,493 Brittany Drive Apt. 101,Santa Monica,United States,90403,Yes
91127-40926-IF,Valerie Hardy,jonathan97@example.net,(691) 409-3974,91614 Amy Lodge,Long Beach,United States,90810,Yes
33917-93993-JO,Yolanda Foster,xpoole@example.net,(753) 708-4445,0221 Nicholas Parks,Costa Mesa,United States,92626,Yes
68592-31969-EL,Samantha Martinez,michael21@example.org,(616) 522-1339,851 Craig Mountain Suite 730,Santa Monica,United States,90406,Yes
83453-56132-HJ,Lisa Richards,igibson@example.org,(367) 770-8509,187 Wallace View,San Francisco,United States,94103,Yes
03965-49487-ZH,Jeffrey Santiago,jessica69@example.com,(629) 521-7313,137 Bobby Fork,Costa Mesa,United States,92629,Yes
36836-10667-KL,Whitney Keith,cherylthompson@example.org,(363) 981-5360,84830 Williams Turnpike,New York City,United States,60601,Yes
40424-69404-OD,Joel Williams,vrodriguez@example.org,(624) 693-7143,8902 Jamie Unions Apt. 248,Irvine,United States,92623,Yes
96024-70768-TB,Danielle Tanner,melindashea@example.org,(843) 293-9292,559 Paul Stravenue Suite 955,Costa Mesa,United States,92626,No
29919-06079-OT,Jessica Carter,beverlyguerrero@example.org,(950) 810-2569,1078 Erickson Island Suite 061,Fullerton,United States,92833,No
86509-75188-AR,Michelle Tucker,jesusalexander@example.org,(947) 519-2498,46668 Kevin Forges,Los Angeles,United States,90004,No
27573-65130-UN,Ryan Perez,rogersgary@example.com,(990) 789-9703,850 Joel Mews Suite 970,Costa Mesa,United States,92627,No
61791-56222-SW,Robert Ball,codyortiz@example.net,(362) 388-4703,03109 Bradford Mountain Apt. 504,Irvine,United States,92612,Yes
22940-34049-QE,Angela Jenkins,lhuang@example.net,(510) 348-5445,192 David Roads Apt. 286,Irvine,United States,92620,Yes
83626-29197-WI,Kimberly Roy,george00@example.net,(386) 403-1281,5475 Matthew Flats Apt. 509,Pomona,United States,91767,Yes
55839-35286-FZ,Mr. Ryan Dickerson,xpark@example.com,(973) 959-5437,296 Ashley Mall,Pomona,United States,91766,Yes
93265-79027-IW,Phillip Johnson,jennifer06@example.com,(813) 954-4613,151 William Loaf Apt. 678,Fullerton,United States,92833,Yes
35086-87889-KY,Michael Brown,adrienne75@example.com,(628) 330-3383,67473 Ariana Tunnel Suite 683,Santa Monica,United States,90401,Yes
61567-80673-YZ,Mary Herrera,aliciaburns@example.net,(885) 378-8481,13883 Bolton Walk Suite 854,Burbank,United States,91505,Yes
21484-46177-MT,Jacob Carroll,brewerlauren@example.com,(891) 924-4092,40481 Jeremy Curve Suite 357,Santa Monica,United States,90405,Yes
45272-42094-YT,Bianca Cervantes,bmyers@example.org,(423) 492-7430,6654 Paula Streets Suite 549,Burbank,United States,91506,Yes
52900-42016-KL,Carol Hogan,chenjames@example.org,(729) 341-8550,82390 Norman Centers Suite 977,Fullerton,United States,92831,Yes
55778-14914-CQ,Audrey Dyer,williamsashley@example.org,(399) 979-3910,7857 Alexander Islands Apt. 660,Costa Mesa,United States,92646,No
27993-48943-EW,Manuel Cuevas,jperry@example.net,(724) 252-6641,867 Barbara Glens,Burbank,United States,91508,No
96316-93798-ZO,Alicia Floyd,ricky54@example.org,(762) 328-9865,6315 Derek Islands,Costa Mesa,United States,92629,Yes
08810-46768-CO,Thomas Mendez,jrogers@example.com,(654) 728-7813,597 Brandon Hills Apt. 537,Irvine,United States,92626,Yes
59705-97549-QT,Martin Nguyen,davisderek@example.com,(748) 611-2992,1123 White Views Suite 638,Long Beach,United States,90803,Yes
14708-52287-OM,Jason White,daniel84@example.com,(233) 406-4817,02330 Mason Loop,Pomona,United States,91766,Yes
08195-93293-EE,Jo Wood,denise62@example.org,(761) 417-9612,784 Sellers Brook,Glendale,United States,91202,Yes
78684-63949-FY,Ronald Reid,smithmelissa@example.net,(725) 333-4199,2093 Lauren Spurs,Santa Monica,United States,90402,Yes
05473-85695-EE,Lacey Franco,mwilliams@example.com,(815) 604-5294,5864 Garcia Points,Fullerton,United States,92835,Yes
89013-70693-OO,Andrew Martinez,erica83@example.com,(229) 559-6658,38397 Ann Harbors Suite 499,Pomona,United States,91768,No
